"";"Фамилия";"ДатаРазмещения";"стоимость";"Марка";"Категория";"Клиент";"СтранаПолучателя";"СтранаПоставщика";"Цена"
"603";"Белова";1997-12-15;2436,74999808893;"Gula Malacca";"Приправы";"Ernst Handel";"Австрия";"Сингапур";875,25
"604";"Воронова";1998-01-22;2735,99998980761;"Gula Malacca";"Приправы";"Save-a-lot Markets";"США";"Сингапур";875,25
"605";"Кралев";1998-02-19;1425;"Gula Malacca";"Приправы";"Maison Dewey";"Бельгия";"Сингапур";875,25
"606";"Кротов";1998-03-17;2850;"Gula Malacca";"Приправы";"LINO-Delicateses";"Венесуэлла";"Сингапур";875,25
"607";"Новиков";1998-04-09;1900;"Gula Malacca";"Приправы";"Romero y tomillo";"Испания";"Сингапур";875,25
"608";"Воронова";1996-07-19;4432,5;"Sirop d'erable";"Приправы";"Ottilies Kaseladen";"Германия";"Канада";1282,5
"609";"Новиков";1996-08-09;4728;"Sirop d'erable";"Приправы";"Morgenstern Gesundkost";"Германия";"Канада";1282,5
"610";"Крылова";1996-08-21;15760;"Sirop d'erable";"Приправы";"QUICK-Stop";"Германия";"Канада";1282,5
"611";"Акбаев";1996-09-05;5910;"Sirop d'erable";"Приправы";"Hungry Owl All-Night Grocers";"Ирландия";"Канада";1282,5
"612";"Новиков";1996-09-17;3940;"Sirop d'erable";"Приправы";"Lonesome Pine Restaurant";"США";"Канада";1282,5
"613";"Крылова";1996-09-20;1970;"Sirop d'erable";"Приправы";"The Big Cheese";"США";"Канада";1282,5
"614";"Белова";1996-09-25;8864,99998532236;"Sirop d'erable";"Приправы";"Rattlesnake Canyon Grocery";"США";"Канада";1282,5
"615";"Белова";1996-09-27;27580;"Sirop d'erable";"Приправы";"Rattlesnake Canyon Grocery";"США";"Канада";1282,5
"616";"Новиков";1996-10-28;11032;"Sirop d'erable";"Приправы";"Mere Paillarde";"Канада";"Канада";1282,5
"617";"Воронова";1996-12-20;7880;"Sirop d'erable";"Приправы";"Bottom-Dollar Markets";"Канада";"Канада";1282,5
"618";"Белова";1996-12-25;3940;"Sirop d'erable";"Приправы";"Hungry Coyote Import Store";"США";"Канада";1282,5
"619";"Крылова";1997-01-08;13790;"Sirop d'erable";"Приправы";"Folies gourmandes";"Франция";"Канада";1282,5
"620";"Бабкина";1997-01-14;15760;"Sirop d'erable";"Приправы";"La maison d'Asie";"Франция";"Канада";1282,5
"621";"Бабкина";1997-02-18;13790;"Sirop d'erable";"Приправы";"Blondel pere et fils";"Франция";"Канада";1282,5
"622";"Бабкина";1997-04-14;1479;"Sirop d'erable";"Приправы";"Mere Paillarde";"Канада";"Канада";1282,5
"623";"Белова";1997-05-23;19720;"Sirop d'erable";"Приправы";"Victuailles en stock";"Франция";"Канада";1282,5
"624";"Воронова";1997-05-30;9366,99999265373;"Sirop d'erable";"Приправы";"Ottilies Kaseladen";"Германия";"Канада";1282,5
"625";"Крылова";1997-06-06;5546,25;"Sirop d'erable";"Приправы";"Frankenversand";"Германия";"Канада";1282,5
"626";"Белова";1997-06-09;4436,99999265373;"Sirop d'erable";"Приправы";"Reggiani Caseifici";"Италия";"Канада";1282,5
"627";"Воронова";1997-06-19;4930;"Sirop d'erable";"Приправы";"Trail's Head Gourmet Provisioners";"США";"Канада";1282,5
"628";"Акбаев";1997-07-15;4930;"Sirop d'erable";"Приправы";"B's Beverages";"Великобритания";"Канада";1282,5
"629";"Воронова";1997-07-22;3943,99998530746;"Sirop d'erable";"Приправы";"Tradiero Hipermercados";"Бразилия";"Канада";1282,5
"630";"Крылова";1997-08-11;7395;"Sirop d'erable";"Приправы";"Save-a-lot Markets";"США";"Канада";1282,5
"631";"Кралев";1997-08-15;33523,9997649193;"Sirop d'erable";"Приправы";"Ernst Handel";"Австрия";"Канада";1282,5
"632";"Белова";1997-09-17;4930;"Sirop d'erable";"Приправы";"France restauration";"Франция";"Канада";1282,5
"633";"Новиков";1997-10-03;23664;"Sirop d'erable";"Приправы";"QUICK-Stop";"Германия";"Канада";1282,5
"634";"Белова";1997-10-27;9860;"Sirop d'erable";"Приправы";"Koniglich Essen";"Германия";"Канада";1282,5
"635";"Белова";1997-11-19;4437;"Sirop d'erable";"Приправы";"Chop-suey Chinese";"Швейцария";"Канада";1282,5
"636";"Акбаев";1997-11-27;14790;"Sirop d'erable";"Приправы";"Save-a-lot Markets";"США";"Канада";1282,5
"637";"Бабкина";1997-12-08;7395;"Sirop d'erable";"Приправы";"Vaffeljernet";"Дания";"Канада";1282,5
"638";"Бабкина";1997-12-16;9860;"Sirop d'erable";"Приправы";"Morgenstern Gesundkost";"Германия";"Канада";1282,5
"639";"Новиков";1997-12-26;986;"Sirop d'erable";"Приправы";"Island Trading";"Великобритания";"Канада";1282,5
"640";"Воронова";1997-12-29;1848,75;"Sirop d'erable";"Приправы";"Simons bistro";"Дания";"Канада";1282,5
"641";"Воронова";1998-01-06;9366,99999265373;"Sirop d'erable";"Приправы";"Great Lakes Food Market";"США";"Канада";1282,5
"642";"Бабкина";1998-01-06;10476,2499265373;"Sirop d'erable";"Приправы";"Koniglich Essen";"Германия";"Канада";1282,5
"643";"Акбаев";1998-01-08;1479;"Sirop d'erable";"Приправы";"Trail's Head Gourmet Provisioners";"США";"Канада";1282,5
"644";"Крылова";1998-01-26;24650;"Sirop d'erable";"Приправы";"Rattlesnake Canyon Grocery";"США";"Канада";1282,5
"645";"Воронова";1998-01-30;1479;"Sirop d'erable";"Приправы";"White Clover Markets";"США";"Канада";1282,5
"646";"Кротов";1998-02-05;9366,99999265373;"Sirop d'erable";"Приправы";"Godos Cocina Tipica";"Испания";"Канада";1282,5
"647";"Белова";1998-02-23;2514,29998236895;"Sirop d'erable";"Приправы";"Folk och fa HB";"Швеция";"Канада";1282,5
"648";"Бабкина";1998-02-24;17255;"Sirop d'erable";"Приправы";"White Clover Markets";"США";"Канада";1282,5
"649";"Крылова";1998-03-06;6211,79998971522;"Sirop d'erable";"Приправы";"Bon app'";"Франция";"Канада";1282,5
"650";"Кралев";1998-03-11;11092,5;"Sirop d'erable";"Приправы";"Save-a-lot Markets";"США";"Канада";1282,5
"651";"Новиков";1998-03-13;29580;"Sirop d'erable";"Приправы";"Bottom-Dollar Markets";"Канада";"Канада";1282,5
"652";"Воронова";1998-03-20;5028,59996473789;"Sirop d'erable";"Приправы";"Chop-suey Chinese";"Швейцария";"Канада";1282,5
"653";"Бабкина";1998-03-31;17747,9999706149;"Sirop d'erable";"Приправы";"Rattlesnake Canyon Grocery";"США";"Канада";1282,5
"654";"Белова";1998-04-16;7764,75;"Sirop d'erable";"Приправы";"Bottom-Dollar Markets";"Канада";"Канада";1282,5
"655";"Воронова";1998-04-23;5916;"Sirop d'erable";"Приправы";"Wolski  Zajazd";"Польша";"Канада";1282,5
"656";"Крылова";1996-08-12;0;"Aniseed Syrup";"Приправы";"Berglunds snabbkop";"Швеция";"Россия";450
"657";"Новиков";1996-09-09;4080;"Aniseed Syrup";"Приправы";"Magazzini Alimentari Riuniti";"Италия";"Россия";450
"658";"Кралев";1996-09-18;55,3;"Aniseed Syrup";"Приправы";"Ana Trujillo Emparelados";"Мексика";"Россия";450
"659";"Бабкина";1997-02-11;8160;"Aniseed Syrup";"Приправы";"Ernst Handel";"Австрия";"Россия";450
"660";"Ясенева";1997-03-14;6935,99995136261;"Aniseed Syrup";"Приправы";"Supremes delices";"Бельгия";"Россия";450
"661";"Воронова";1997-04-02;1223,99999797344;"Aniseed Syrup";"Приправы";"La maison d'Asie";"Франция";"Россия";450
"662";"Кралев";1997-05-09;4080;"Aniseed Syrup";"Приправы";"Eastern Connection";"Великобритания";"Россия";450
"663";"Бабкина";1997-09-25;680;"Aniseed Syrup";"Приправы";"Antonio Moreno Taqueria";"Мексика";"Россия";450
"664";"Воронова";1997-12-11;8500;"Aniseed Syrup";"Приправы";"Folk och fa HB";"Швеция";"Россия";450
"665";"Белова";1998-05-06;170;"Aniseed Syrup";"Приправы";"Rattlesnake Canyon Grocery";"США";"Россия";450
"666";"Воронова";1996-08-19;420;"Chef Anton's Cajun Seasoning";"Приправы";"Lehmanns Marktstand";"Германия";"США";990
"667";"Новиков";1997-04-10;4200;"Chef Anton's Cajun Seasoning";"Приправы";"Pericles Comidas clasicas";"Мексика";"США";990
"668";"Воронова";1997-05-21;980;"Chef Anton's Cajun Seasoning";"Приправы";"Lonesome Pine Restaurant";"США";"США";990
"669";"Воронова";1997-09-16;3500;"Chef Anton's Cajun Seasoning";"Приправы";"Frankenversand";"Германия";"США";990
"670";"Кралев";1997-12-12;420;"Chef Anton's Cajun Seasoning";"Приправы";"The Cracker Box";"США";"США";990
"671";"Воронова";1998-02-02;2100;"Chef Anton's Cajun Seasoning";"Приправы";"Around the Horn";"Великобритания";"США";990
"672";"Бабкина";1998-02-26;2100;"Chef Anton's Cajun Seasoning";"Приправы";"Godos Cocina Tipica";"Испания";"США";990
"673";"Кралев";1998-03-03;2687,99998998642;"Chef Anton's Cajun Seasoning";"Приправы";"La maison d'Asie";"Франция";"США";990
"674";"Новиков";1998-03-10;4759,9999666214;"Chef Anton's Cajun Seasoning";"Приправы";"Magazzini Alimentari Riuniti";"Италия";"США";990
"675";"Крылова";1998-04-28;2800;"Chef Anton's Cajun Seasoning";"Приправы";"Cactus Comidas para llevar";"Аргентина";"США";990
"676";"Воронова";1996-08-23;269,999999552965;"Chef Anton's Gumbo Mix";"Приправы";"Reggiani Caseifici";"Италия";"США";960,75
"677";"Новиков";1996-09-09;2000;"Chef Anton's Gumbo Mix";"Приправы";"Magazzini Alimentari Riuniti";"Италия";"США";960,75
"678";"Кралев";1996-09-11;1349,99999776483;"Chef Anton's Gumbo Mix";"Приправы";"Godos Cocina Tipica";"Испания";"США";960,75
"679";"Новиков";1996-09-17;300;"Chef Anton's Gumbo Mix";"Приправы";"Lonesome Pine Restaurant";"США";"США";960,75
"680";"Воронова";1996-10-14;1000;"Chef Anton's Gumbo Mix";"Приправы";"Furia Bacalhau e Frutos do Mar";"Португалия";"США";960,75
"681";"Крылова";1996-10-21;1000;"Chef Anton's Gumbo Mix";"Приправы";"Victuailles en stock";"Франция";"США";960,75
"682";"Воронова";1996-10-31;379,999999701977;"Chef Anton's Gumbo Mix";"Приправы";"Lehmanns Marktstand";"Германия";"США";960,75
"683";"Белова";1996-12-17;639,999997615814;"Chef Anton's Gumbo Mix";"Приправы";"Split Rail Beer & Ale";"США";"США";960,75
"684";"Крылова";1996-12-31;6000;"Chef Anton's Gumbo Mix";"Приправы";"Vaffeljernet";"Дания";"США";960,75
"685";"Воронова";1997-01-16;2700;"Chef Anton's Gumbo Mix";"Приправы";"Simons bistro";"Дания";"США";960,75
"686";"Кралев";1997-01-23;2399,9999910593;"Chef Anton's Gumbo Mix";"Приправы";"Mere Paillarde";"Канада";"США";960,75
"687";"Крылова";1997-02-28;1575;"Chef Anton's Gumbo Mix";"Приправы";"Folk och fa HB";"Швеция";"США";960,75
"688";"Кралев";1997-03-31;3000;"Chef Anton's Gumbo Mix";"Приправы";"HILARION-Abastos";"Венесуэлла";"США";960,75
"689";"Крылова";1997-04-29;750;"Chef Anton's Gumbo Mix";"Приправы";"Cactus Comidas para llevar";"Аргентина";"США";960,75
"690";"Кротов";1997-05-07;2500;"Chef Anton's Gumbo Mix";"Приправы";"Maison Dewey";"Бельгия";"США";960,75
"691";"Бабкина";1997-05-19;4375;"Chef Anton's Gumbo Mix";"Приправы";"QUICK-Stop";"Германия";"США";960,75
"692";"Белова";1997-08-01;1875;"Chef Anton's Gumbo Mix";"Приправы";"Mere Paillarde";"Канада";"США";960,75
"693";"Воронова";1997-08-06;1799,99999329448;"Chef Anton's Gumbo Mix";"Приправы";"Ricardo Adocicados";"Бразилия";"США";960,75
"694";"Бабкина";1997-09-09;1250;"Chef Anton's Gumbo Mix";"Приправы";"Lonesome Pine Restaurant";"США";"США";960,75
"695";"Бабкина";1997-10-10;3999,99998509884;"Chef Anton's Gumbo Mix";"Приправы";"Save-a-lot Markets";"США";"США";960,75
"696";"Крылова";1997-10-29;5625;"Chef Anton's Gumbo Mix";"Приправы";"Save-a-lot Markets";"США";"США";960,75
"697";"Крылова";1997-11-27;599,999997764826;"Chef Anton's Gumbo Mix";"Приправы";"Split Rail Beer & Ale";"США";"США";960,75
"698";"Воронова";1997-12-05;5000;"Chef Anton's Gumbo Mix";"Приправы";"Ottilies Kaseladen";"Германия";"США";960,75
"699";"Белова";1997-12-22;2250;"Chef Anton's Gumbo Mix";"Приправы";"Folies gourmandes";"Франция";"США";960,75
"700";"Белова";1997-12-23;1875;"Chef Anton's Gumbo Mix";"Приправы";"Wolski  Zajazd";"Польша";"США";960,75
"701";"Воронова";1998-01-13;3000;"Chef Anton's Gumbo Mix";"Приправы";"Tradiero Hipermercados";"Бразилия";"США";960,75
"702";"Белова";1998-01-20;2500;"Chef Anton's Gumbo Mix";"Приправы";"Tortuga Restaurante";"Мексика";"США";960,75
"703";"Кротов";1998-02-04;2500;"Chef Anton's Gumbo Mix";"Приправы";"Seven Seas Imports";"Великобритания";"США";960,75
"704";"Белова";1998-02-16;2250;"Chef Anton's Gumbo Mix";"Приправы";"Godos Cocina Tipica";"Испания";"США";960,75
"705";"Бабкина";1998-02-24;2500;"Chef Anton's Gumbo Mix";"Приправы";"Hanari Carnes";"Бразилия";"США";960,75
